Gender,Residence,Study_Level,Faculty,Grad_School,Visiting_Faculty_GradSchool,Affiliation_Program,Freq_Taxi,Freq_Ring,Freq_Walking,Freq_Hitchhiking,Freq_PersonalVehicle,Weekday_Ring_Frequency,Weekday_Ring_TimeSlots,Weekday_Schedule_Satisfaction,Weekend_Ring_Frequency,Weekend_Ring_TimeSlots,Weekend_Schedule_Satisfaction,Route_Used_Most,Ring_Purposes,Ring_Reasons,Problem_LateBus,Problem_TooCrowded,Problem_LongWait,Problem_NotMyRoute,Problem_RouteConfusing,Problem_HoursMismatch,Problem_NotClean,Problem_DriverBehavior,Understanding_Routes,Avg_Wait_Time,UseMore_IfFrequent,App_Helping_Ring,MostValuable_Improvement,Overall_Satisfaction,Open_Comments,Department
Male,"West Dorms (Isa Demiray Student Dormitory, 19th Dorm, etc.)",Undergraduate (Bachelor's),Faculty of Engineering,,,,Never,Often,Always,Rarely,Never,Haftada 3–4 kez,"Morning (08:00–11:00), Late hours (19:00–23:00)",Satisfied,Often (every weekend),"Morning (08:00–11:00), Afternoon (15:00–19:00)",Neutral,"Brown (A1 - A1), Orange (West - A2), Navy (East - East), Purple (A1 - A1)","Going to West Dorms, Reaching my department, Going to Gate A1, Going to cafeteria, Going to sports/recreation facilities","Free, I don't have a personal vehicle",Sometimes,Often,Sometimes,Often,Often,Always,Rarely,Rarely,2.0,11–15 minutes,Not sure,,Better real-time tracking,3.0,,Mechanical Engineering
Female,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor's),Faculty of Arts and Sciences,,,,Rarely,Often,Sometimes,Often,Sometimes,Haftada 3–4 kez,"Morning (08:00–11:00), Noon (11:00–15:00)",Satisfied,Sometimes (a few times a month),"Morning (08:00–11:00), Afternoon (15:00–19:00)",Neutral,"Yellow (A2 - East), Red (East - A2)","Going to West Dorms, Going to East Dorms, Reaching my department, Going to Gate A1, Going to Gate A2, Going to library, Going to cafeteria","Free, I don't have a personal vehicle",Rarely,Often,Often,Rarely,Never,Often,Rarely,Never,4.0,11–15 minutes,Yes,5.0,Daha uzun hizmet saatleri,3.0,,Psikoloji
Female,"West Dorms (Isa Demiray Student Dormitory, 19th Dorm, etc.)",Undergraduate (Bachelor's),Faculty of Education,,,,Sometimes,Often,Often,Often,Never,Once a day,"Morning (08:00–11:00), Afternoon (15:00–19:00), Late hours (19:00–23:00)",Very Unsatisfied,Often (every weekend),"Noon (11:00–15:00), Afternoon (15:00–19:00), Late hours (19:00–23:00)",Very Unsatisfied,"Turquoise (West - A2), Yellow (A2 - East), Red (East - A2), Purple (A1 - A1)","Going to West Dorms, Reaching my department, Going to Gate A1, Going to Gate A2, Going to cafeteria","Free, I don't have a personal vehicle",,Often,Always,Always,Sometimes,Always,,,3.0,16–20 minutes,Yes,2.0,Better route coverage,2.0,,Foreign Languages Education
Male,"West Dorms/Guesthouses (Isa Demiray Dormitory, 19th Dorm, etc.)",Undergraduate (Bachelor’s),Faculty of Engineering,,,,Never,Often,Often,Never,Never,3–4 times a week,Midday (11:00-15:00),Dissatisfied,Often (every weekend),"Morning (08:00–11:00), Midday (11:00–15:00), Evening (15:00–19:00)",Very dissatisfied,Yellow (A2 - East),"To get to West dormitory, To get to department, To get to dining facilities",Most convenient,Never,Always,Sometimes,Always,Never,Never,Never,Never,5.0,11–15 minutes,Yes,1.0,More frequent buses,2.0,,Electrical and Electronics Engineering
Male,"West Dorms (Isa Demiray Student Dormitory, 19th Dorm, etc.)",Undergraduate (Bachelor's),Faculty of Engineering,,,,Never,Often,Often,Rarely,Never,More than once a day,"Morning (08:00–11:00), Noon (11:00–15:00)",Satisfied,Sometimes (a few times a month),"Noon (11:00–15:00), Late hours (19:00–23:00)",Satisfied,"Brown (A1 - A1), Yellow (A2 - East), Navy (East - East), Purple (A1 - A1)","Going to West Dorms, Reaching my department, Going to Gate A1","Most convenient transportation method, Free, Fastest transportation method, I don't have a personal vehicle",Never,Often,Never,Sometimes,Rarely,Rarely,Rarely,Never,4.0,5–10 minutes,Yes,5.0,Better route coverage,5.0,,Mechanical Engineering
Male,"West Dorms (Isa Demiray Student Dormitory, 19th Dorm, etc.)",Undergraduate (Bachelor's),Faculty of Engineering,,,,Rarely,Often,Often,Rarely,Never,More than once a day,"Morning (08:00–11:00), Noon (11:00–15:00), Afternoon (15:00–19:00), Late hours (19:00–23:00)",Unsatisfied,Often (every weekend),"Morning (08:00–11:00), Late hours (19:00–23:00)",Unsatisfied,"Brown (A1 - A1), Yellow (A2 - East), Navy (East - East), Purple (A1 - A1)","Going to West Dorms, Going to Gate A1, Going to library, Going to cafeteria, Going to sports/recreation facilities","Most convenient transportation method, Free, I don't have a personal vehicle",Often,Always,Always,Often,Rarely,Rarely,Sometimes,Sometimes,4.0,5–10 minutes,Yes,3.0,More frequent buses,3.0,Hafta içi gün içerisinde bölümler ve kafeteryanın olduğu yerden batı yurtlarına giden bir ring ihtiyacı olduğunu düşünüyorum. Bunun dışında hafta içi akşam 5ten 8e kadar batı yurtlardan metroya giden bir ring yok ve bu biz batıda kalan öğrenciler için oldukça zorlayıcı oluyor. ,Aerospace Engineering
Female,"West Dorms (Isa Demiray Student Dormitory, 19th Dorm, etc.)",Undergraduate (Bachelor's),Faculty of Economic and Administrative Sciences,,,,Sometimes,Always,Often,Often,Never,More than once a day,"Morning (08:00–11:00), Afternoon (15:00–19:00), Late hours (19:00–23:00)",Satisfied,Often (every weekend),"Noon (11:00–15:00), Late hours (19:00–23:00)",Very Unsatisfied,"Brown (A1 - A1), Yellow (A2 - East), Navy (East - East)","Going to West Dorms, Reaching my department, Going to Gate A1","Most convenient transportation method, Free, I don't have a personal vehicle",Sometimes,Often,Often,Sometimes,Never,Sometimes,Sometimes,Rarely,4.0,5–10 minutes,Yes,2.0,Daha uzun hizmet saatleri,2.0,"18.00dan once fakultelerden bati yurda gitmek icin ring yok, hafta sonu saatte bir ring cok yetersiz, hafta sonu da son ring saati 00.30a cikartilmali",International Relations
Female,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor's),Faculty of Arts and Sciences,,,,Never,Often,Always,Sometimes,Never,More than once a day,Late hours (19:00–23:00),Neutral,Often (every weekend),Late hours (19:00–23:00),Very Unsatisfied,"Brown (A1 - A1), Navy (East - East), Purple (A1 - A1)","Going to West Dorms, Going to East Dorms","Most convenient transportation method, Free, I don't have a personal vehicle",Rarely,Often,Always,Always,Sometimes,Often,Always,Rarely,3.0,5–10 minutes,Yes,5.0,More frequent buses,3.0,,Tarih
Male,"West Dorms (Isa Demiray Student Dormitory, 19th Dorm, etc.)",Undergraduate (Bachelor's),Faculty of Engineering,,,,Never,Sometimes,Often,Sometimes,Never,Once a day,Late hours (19:00–23:00),Neutral,Often (every weekend),Late hours (19:00–23:00),Very Unsatisfied,"Brown (A1 - A1), Yellow (A2 - East), Navy (East - East), Purple (A1 - A1)","Going to West Dorms, Going to East Dorms, Going to library","Free, Fastest transportation method, I don't have a personal vehicle",Never,Often,Always,Sometimes,Never,Always,Often,Rarely,5.0,5–10 minutes,Yes,4.0,More frequent buses,3.0,,Aerospace Engineering
Female,"West Dorms (Isa Demiray Student Dormitory, 19th Dorm, etc.)",Undergraduate (Bachelor's),School of Foreign Languages,,,,Rarely,Always,Sometimes,Rarely,Never,More than once a day,"Noon (11:00–15:00), Afternoon (15:00–19:00), Late hours (19:00–23:00)",Unsatisfied,Sometimes (a few times a month),"Afternoon (15:00–19:00), Late hours (19:00–23:00)",Unsatisfied,"Yellow (A2 - East), Navy (East - East)","Going to West Dorms, Reaching my department, Going to Gate A1, Going to Gate A2","Most convenient transportation method, Free",Rarely,Always,Always,Rarely,Never,Rarely,Sometimes,Rarely,4.0,5–10 minutes,Yes,5.0,More frequent buses,3.0,,Basic English Department
Other,"West Dorms (Isa Demiray Student Dormitory, 19th Dorm, etc.)",Undergraduate (Bachelor's),Faculty of Arts and Sciences,,,,Rarely,Often,Always,Sometimes,Never,More than once a day,"Morning (08:00–11:00), Noon (11:00–15:00), Late hours (19:00–23:00)",Very Unsatisfied,Often (every weekend),"Noon (11:00–15:00), Late hours (19:00–23:00)",Very Unsatisfied,"Yellow (A2 - East), Purple (A1 - A1)","Going to West Dorms, Reaching my department, Going to library, Going to cafeteria","Most convenient transportation method, Free, Better for the environment",Never,Always,Always,Sometimes,Never,Never,Never,Never,5.0,11–15 minutes,Yes,5.0,More frequent buses,2.0,DAHA SIK RİNG LÜTFEN,Matematik
Female,"West Dorms (Isa Demiray Student Dormitory, 19th Dorm, etc.)",Undergraduate (Bachelor's),Faculty of Engineering,,,,Rarely,Often,Rarely,Rarely,Rarely,More than once a day,"Morning (08:00–11:00), Noon (11:00–15:00), Afternoon (15:00–19:00), Late hours (19:00–23:00)",Unsatisfied,Often (every weekend),"Morning (08:00–11:00), Noon (11:00–15:00), Late hours (19:00–23:00)",Unsatisfied,"Yellow (A2 - East), Navy (East - East), Purple (A1 - A1)","Going to West Dorms, Going to East Dorms, Going to Gate A1","Free, I don't have a personal vehicle",Sometimes,Often,Often,Often,Rarely,,Often,Never,4.0,16–20 minutes,Yes,3.0,More frequent buses,3.0,,Geological Engineering
Female,"West Dorms (Isa Demiray Student Dormitory, 19th Dorm, etc.)",Undergraduate (Bachelor's),Faculty of Arts and Sciences,,,,Sometimes,Often,Often,Never,Sometimes,Once a day,"Morning (08:00–11:00), Noon (11:00–15:00)",Very Unsatisfied,Never use it,,,"Brown (A1 - A1), Orange (West - A2), Yellow (A2 - East)","Reaching my department, Going to library, Going to cafeteria, Going to sports/recreation facilities",Hard to find parking,Never,Often,Sometimes,Always,Never,Always,Always,Sometimes,4.0,16–20 minutes,Yes,,,,,Molecular Biology and Genetics
Male,"West Dorms (Isa Demiray Student Dormitory, 19th Dorm, etc.)",Undergraduate (Bachelor's),Faculty of Engineering,,,,Never,Always,Always,Sometimes,Rarely,Haftada 3–4 kez,Afternoon (15:00–19:00),Unsatisfied,Sometimes (a few times a month),"Morning (08:00–11:00), Late hours (19:00–23:00)",Neutral,"Brown (A1 - A1), Yellow (A2 - East), Purple (A1 - A1)","Going to West Dorms, Reaching my department, Going to Gate A1, Going to Gate A2","Most convenient transportation method, Free, Fastest transportation method, I don't have a personal vehicle",Rarely,Often,Often,Always,Never,Often,Never,Rarely,3.0,5–10 minutes,Not sure,3.0,Better route coverage,2.0,sarı ring a2 öncesi batıya dönmeli,Industrial Engineering
Male,"West Dorms (Isa Demiray Student Dormitory, 19th Dorm, etc.)",Undergraduate (Bachelor's),Faculty of Engineering,,,,Rarely,Always,Often,Sometimes,Never,More than once a day,"Morning (08:00–11:00), Noon (11:00–15:00), Afternoon (15:00–19:00), Late hours (19:00–23:00)",Unsatisfied,Often (every weekend),"Noon (11:00–15:00), Afternoon (15:00–19:00), Late hours (19:00–23:00)",Unsatisfied,Yellow (A2 - East),"Going to West Dorms, Going to East Dorms, Reaching my department, Going to Gate A1, Going to Gate A2, Going to library, Going to cafeteria","Most convenient transportation method, Free, Better for the environment, I don't have a personal vehicle",Sometimes,Always,Often,Often,Rarely,Sometimes,Never,Never,4.0,5–10 minutes,Yes,5.0,More frequent buses,2.0,Kirmizi ring donuste batiya uğrayabilir ve haftasonu seferler artabilir,Food Engineering
Male,"West Dorms (Isa Demiray Student Dormitory, 19th Dorm, etc.)",Undergraduate (Bachelor's),Faculty of Engineering,,,,Rarely,Always,Always,Sometimes,Never,More than once a day,"Noon (11:00–15:00), Afternoon (15:00–19:00), Late hours (19:00–23:00)",Very Unsatisfied,Often (every weekend),"Noon (11:00–15:00), Afternoon (15:00–19:00), Late hours (19:00–23:00)",Very Unsatisfied,"Brown (A1 - A1), Yellow (A2 - East), Red (East - A2), Purple (A1 - A1)","Going to West Dorms, Reaching my department, Going to Gate A1, Going to sports/recreation facilities","Free, I don't have a personal vehicle",Often,Always,Always,Often,Never,Often,Rarely,Rarely,2.0,16–20 minutes,Yes,1.0,More frequent buses,1.0,"Sefer sıklığı arttırılmalı, özellikle haftasonu. Daha iyi express rotalar olusturulmalı (direkt olarak yurtlardan metro kapılarına giden).",Civil Engineering
Male,"West Dorms (Isa Demiray Student Dormitory, 19th Dorm, etc.)",Undergraduate (Bachelor's),Faculty of Engineering,,,,Sometimes,Often,Often,Often,Never,Very rarely,Morning (08:00–11:00),Neutral,Often (every weekend),"Noon (11:00–15:00), Late hours (19:00–23:00)",Neutral,"Brown (A1 - A1), Orange (West - A2), Yellow (A2 - East), Purple (A1 - A1)","Reaching my department, Going to Gate A1","Most convenient transportation method, Free",Often,Always,Often,Always,Rarely,Sometimes,Rarely,Rarely,4.0,11–15 minutes,Yes,5.0,Better route coverage,3.0,sabahları batıdan bölümlere gitmek kolay fakat öğlen gibi bölümlerden batıya yürümek zorunda kalınıyor batıya ring yok öğlen saatlerinde eğer iibf b eğitim taraflarınla değilsek,Petroleum and Natural Gas Engineering
Other,"West Dorms (Isa Demiray Student Dormitory, 19th Dorm, etc.)",Undergraduate (Bachelor's),Faculty of Arts and Sciences,,,,Sometimes,Always,Often,Sometimes,Never,Haftada 3–4 kez,"Morning (08:00–11:00), Noon (11:00–15:00)",Very Unsatisfied,Sometimes (a few times a month),"Noon (11:00–15:00), Afternoon (15:00–19:00), Late hours (19:00–23:00)",Very Unsatisfied,"Brown (A1 - A1), Yellow (A2 - East)","Going to West Dorms, Reaching my department, Going to Gate A1, Going to cafeteria","Most convenient transportation method, Free, Fastest transportation method, I don't have a personal vehicle",Rarely,Often,Often,Always,Sometimes,Always,Rarely,Often,3.0,11–15 minutes,Yes,2.0,Better route coverage,3.0,,Psikoloji
Male,"West Dorms (Isa Demiray Student Dormitory, 19th Dorm, etc.)",Undergraduate (Bachelor's),Faculty of Economic and Administrative Sciences,,,,Rarely,Always,Always,Sometimes,Never,More than once a day,"Noon (11:00–15:00), Late hours (19:00–23:00)",Very Unsatisfied,Often (every weekend),"Noon (11:00–15:00), Afternoon (15:00–19:00), Late hours (19:00–23:00)",Very Unsatisfied,"Brown (A1 - A1), Yellow (A2 - East), Navy (East - East), Purple (A1 - A1)","Going to West Dorms, Reaching my department, Going to Gate A1, ",I don't have a personal vehicle,Never,Always,Sometimes,Always,Never,Never,Never,Never,3.0,5–10 minutes,Yes,1.0,Better route coverage,1.0,,Political Science and Public Administration
Male,"West Dorms/Guesthouses (Isa Demiray Dormitory, 19th Dorm, etc.)",Undergraduate (Bachelor’s),Faculty of Engineering,,,,Rarely,Often,Always,Never,Never,3–4 times a week,"Morning (08:00–11:00), Evening (15:00-19:00), Late evening (19:00-23:00)",Very dissatisfied,Often (every weekend),"Morning (08:00–11:00), Midday (11:00–15:00), Evening (15:00–19:00), Late (19:00–23:00)",Dissatisfied,"Brown (A1 - A1), Orange (West - A2), Yellow (A2 - East), Red (East - A2)","To get to West dormitory, To get to East dormitory, To get to A1 Entrance, To get to A2 Entrance, To get to dining facilities, To get to sports/recreation facilities","Most convenient, It's free, No private car",Sometimes,Often,Sometimes,Sometimes,Often,Sometimes,Never,Never,2.0,5–10 minutes,Yes,4.0,More frequent buses,3.0,"There are no buses to west dorms after classes on weekdays which is very annoying. Also some bus stops are unclear as to where they are actually located, like the İş bank bus stop. Also the real time bus location tracking very often doesn’t work at all",Civil Engineering
Female,"West Dorms (Isa Demiray Student Dormitory, 19th Dorm, etc.)",Undergraduate (Bachelor's),Faculty of Architecture,,,,Rarely,Always,Often,Often,Never,More than once a day,"Noon (11:00–15:00), Late hours (19:00–23:00)",Neutral,Often (every weekend),Late hours (19:00–23:00),Unsatisfied,"Brown (A1 - A1), Yellow (A2 - East), Purple (A1 - A1)","Going to West Dorms, Reaching my department, Going to Gate A1","Most convenient transportation method, Free, Better for the environment",Sometimes,Always,Always,Always,Sometimes,Always,Rarely,Always,1.0,11–15 minutes,Yes,3.0,Better route coverage,3.0,Özellikle haftasonu ringlerinin azlığından kaynaklı batıdan ulaşım zor. Daha fazla ve kapsamlı sefer olmasını tercih ederdim. Rotalarda iyileştirme yapılması gerektiğini düşünüyorum.,City and Regional Planning
Female,"West Dorms (Isa Demiray Student Dormitory, 19th Dorm, etc.)",Undergraduate (Bachelor's),Faculty of Arts and Sciences,,,,Rarely,Often,Often,Sometimes,Never,More than once a day,"Morning (08:00–11:00), Late hours (19:00–23:00)",Unsatisfied,Often (every weekend),"Noon (11:00–15:00), Afternoon (15:00–19:00), Late hours (19:00–23:00)",Very Unsatisfied,"Yellow (A2 - East), Navy (East - East)","Going to West Dorms, Reaching my department, Going to Gate A1","Most convenient transportation method, Free, I don't have a personal vehicle",Rarely,Often,Often,Sometimes,Never,Sometimes,Sometimes,Rarely,4.0,11–15 minutes,Yes,3.0,Daha uzun hizmet saatleri,3.0,,Kimya
Female,Off-campus (far from campus),Undergraduate (Bachelor's),Faculty of Engineering,,,,Never,Always,Sometimes,Rarely,Never,More than once a day,"Morning (08:00–11:00), Noon (11:00–15:00), Afternoon (15:00–19:00)",Very Unsatisfied,Nadiren (ayda 1–2 kez),"Noon (11:00–15:00), Afternoon (15:00–19:00)",Very Unsatisfied,"Brown (A1 - A1), Yellow (A2 - East), Red (East - A2)","Reaching my department, Going to Gate A1, Going to Gate A2, Going to cafeteria","Most convenient transportation method, Free, Better for the environment, I don't have a personal vehicle",Sometimes,Always,Often,Never,Never,Never,Never,Never,2.0,11–15 minutes,Yes,1.0,More frequent buses,3.0,,Environmental Engineering
Male,"West Dorms (Isa Demiray Student Dormitory, 19th Dorm, etc.)",Undergraduate (Bachelor's),Faculty of Economic and Administrative Sciences,,,,Rarely,Sometimes,Sometimes,Never,Never,Once a day,"Afternoon (15:00–19:00), Late hours (19:00–23:00)",Neutral,Often (every weekend),Late hours (19:00–23:00),Neutral,"Brown (A1 - A1), Purple (A1 - A1)","Going to West Dorms, Going to Gate A1","Most convenient transportation method, Fastest transportation method, I don't have a personal vehicle",Rarely,Often,Sometimes,Often,,Rarely,Rarely,Rarely,4.0,11–15 minutes,Not sure,5.0,Better route coverage,4.0,,International Relations
